Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
AM1C4N9CSteb,0,1000,0,ATP[c] + H2O[c] + AM1c4N9 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1c4N9 (cyclosporine)[s],Drug metabolism,,efflux of AM1c4N9-cyclosporine into bile
AM1C9CShr,0,1000,0,H+[r] + NADPH[r] + O2[r] + AM1c (cyclosporine)[r] => H2O[r] + NADP+[r] + AM1c9 (cyclosporine)[r],Drug metabolism,,oxidation of AM1c to AM1c9 in hepatocytes (alternative mechanism)
AM1C9CSteb,0,1000,0,ATP[c] + H2O[c] + AM1c9 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1c9 (cyclosporine)[s],Drug metabolism,,efflux of AM1c9-cyclosporine into bile
AM1C9CStev,-1000,1000,0,AM1c9 (cyclosporine)[c] <=> AM1c9 (cyclosporine)[s],Drug metabolism,,efflux of AM1c9-cyclosporine into hepatic vein
AM1CCShr,0,1000,0,H+[r] + NADPH[r] + O2[r] + cyclosporine[r] => H2O[r] + NADP+[r] + AM1c (cyclosporine)[r],Drug metabolism,,oxidation of cyclosporine to AM1c in hepatocytes
AM1CCSteb,0,1000,0,ATP[c] + H2O[c] + AM1c (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1c (cyclosporine)[s],Drug metabolism,,efflux of AM1c-cyclosporine into bile
AM1CCStev,-1000,1000,0,AM1c (cyclosporine)[c] <=> AM1c (cyclosporine)[s],Drug metabolism,,efflux of AM1c-cyclosporine into hepatic vein
AM1CGLChr,0,1000,0,UDP-glucuronate[r] + AM1c (cyclosporine)[r] => H+[r] + UDP[r] + AM1c-glucuronide (cyclosporine)[r],Drug metabolism,,glucuronidation of AM1c in hepatocytes
AM1CGLCteb,0,1000,0,ATP[c] + H2O[c] + AM1c-glucuronide (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1c-glucuronide (cyclosporine)[s],Drug metabolism,,efflux of AM1c-glucuronide into bile
AM1CSAhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + cyclosporine[r] => H2O[r] + NADP+[r] + AM1 (cyclosporine)[r],Drug metabolism,ENSG00000106258 or ENSG00000160868,oxidation of cyclosporine to AM1 in hepatocytes
AM1CSAtep,-1000,1000,0,AM1 (cyclosporine)[c] <=> AM1 (cyclosporine)[s],Drug metabolism,,efflux of AM1 (cyclosporine) into portal blood
AM4N9CShc,0,1000,0,H+[c] + SAH[c] + AM9 (cyclosporine)[c] => SAM[c] + AM4N9 (cyclosporine)[c],Drug metabolism,,demethylation of AM9 to AM4N9 in hepatocytes
AM4N9CShr,0,1000,0,H+[r] + NADPH[r] + O2[r] + AM4N (cyclosporine)[r] => H2O[r] + NADP+[r] + AM4N9 (cyclosporine)[r],Drug metabolism,,oxidation of AM4N to AM4N9 in hepatocytes
AM4N9CStev,-1000,1000,0,AM4N9 (cyclosporine)[c] <=> AM4N9 (cyclosporine)[s],Drug metabolism,,efflux of AM4N9-cyclosporine into hepatic vein
AM4NC9CSteb,0,1000,0,ATP[c] + H2O[c] + AM4N9 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM4N9 (cyclosporine)[s],Drug metabolism,,efflux of AM4N9-cyclosporine into bile
AM4NCShr,0,1000,0,H+[c] + SAH[c] + cyclosporine[c] => SAM[c] + AM4N (cyclosporine)[c],Drug metabolism,,demethylation of cyclosporine to AM4N in hepatocytes
AM4NCSteb,0,1000,0,ATP[c] + H2O[c] + AM4N (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM4N (cyclosporine)[s],Drug metabolism,,efflux of AM4N-cyclosporine into bile
AM4NCStep,-1000,1000,0,AM4N (cyclosporine)[c] <=> AM4N (cyclosporine)[s],Drug metabolism,,efflux of AM4N (cyclosporine) into portal blood
AM9CSAhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + cyclosporine[r] => H2O[r] + NADP+[r] + AM9 (cyclosporine)[r],Drug metabolism,ENSG00000106258 or ENSG00000160868,oxidation of cyclosporine to AM9 in hepatocytes
AM9CSAteb,0,1000,0,ATP[c] + H2O[c] + AM9 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM9 (cyclosporine)[s],Drug metabolism,,efflux of AM9-cyclosporine into bile
AM9CSAtep,-1000,1000,0,AM9 (cyclosporine)[c] <=> AM9 (cyclosporine)[s],Drug metabolism,,efflux of AM9 (cyclosporine) into portal blood
ATVACIDMCTtu,-1000,1000,0,H+[s] + atorvastatin-acid[s] <=> H+[c] + atorvastatin-acid[c],Drug metabolism,ENSG00000155380,uptake of atorvastatin by enterocytes by MCT1
ATVACIDOATPtu,-1000,1000,0,HCO3-[c] + atorvastatin-acid[s] <=> HCO3-[s] + atorvastatin-acid[c],Drug metabolism,ENSG00000137491,uptake of atorvastatin by enterocytes
ATVACIDhc,0,1000,0,H2O[c] + atorvastatin-lactone[c] => H+[c] + atorvastatin-acid[c],Drug metabolism,ENSG00000105852,conversion of lactone to acid form of atorvastatin in hepatocytes
ATVACIDhr,0,1000,0,2 H2O[r] + atorvastatin-ether-glucuronide -G1[r] => 2 glucuronate[r] + atorvastatin-acid[r],Drug metabolism,,spontaneous conversion of atorvastatin ether glucuronide (G1) to atorvastatin-acid
ATVACIDtdu,-1000,1000,0,atorvastatin-acid[s] <=> atorvastatin-acid[c],Drug metabolism,,passive diffusion of atorvastatin into enterocytes
ATVACIDtu,0,1000,0,ATP[c] + H2O[c] + atorvastatin-acid[c] => ADP[c] + H+[c] + Pi[c] + atorvastatin-acid[s],Drug metabolism,ENSG00000085563,efflux of atorvastatin acid by P-gp from the enterocytes into lumen
ATVACYLGLUChc,0,1000,0,UDP-glucuronate[r] + atorvastatin-acid[r] => UDP[r] + atorvastatin-acyl-glucuronide / G2[r],Drug metabolism,ENSG00000171234 or ENSG00000241635 or ENSG00000242366 or ENSG00000243135 or ENSG00000244474,glucuronidation of atorvastatin to atorvastatin acyl glucuronide (G2) in hepatocytes
ATVETHGLUChc,0,1000,0,2 UDP-glucuronate[r] + atorvastatin-acid[r] => 2 H+[r] + 2 UDP[r] + atorvastatin-ether-glucuronide -G1[r],Drug metabolism,ENSG00000241119 or ENSG00000243135 or ENSG00000244474,glucuronidation of atorvastatin to atorvastatin ether glucuronide (G1) in hepatocytes
ATVLACGLCURhc,0,1000,0,UDP-glucuronate[r] + atorvastatin-lactone[r] => H+[r] + UDP[r] + atorvastatin-lactone-ether-glucuronide / G3[r],Drug metabolism,ENSG00000171234 or ENSG00000241635 or ENSG00000242366 or ENSG00000243135 or ENSG00000244474,glucuronidation of atorvastatin lactone to atorvastain lactone ether glucuronide (G3) in hepatocytes
ATVLACThc,-1000,1000,0,HCO3-[c] + atorvastatin-lactone[s] <=> HCO3-[s] + atorvastatin-lactone[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of atorvastatin-lactone into hepatocytes
ATVLACh2r,0,1000,0,atorvastatin-acyl-glucuronide / G2[r] => glucuronate[r] + atorvastatin-lactone[r],Drug metabolism,,spontaneous conversion of glucuronide (G2) to lactone form of atorvastatin
ATVLAChc,0,1000,0,ATP[c] + atorvastatin-acid[c] => AMP[c] + PPi[c] + atorvastatin-lactone[c],Drug metabolism,,lactonization of atorvastatin in hepatocytes
ATVLAChr,0,1000,0,H2O[r] + atorvastatin-lactone-ether-glucuronide / G3[r] => glucuronate[r] + atorvastatin-lactone[r],Drug metabolism,,spontaneous conversion of atorvastain lactone ether glucuronide (G3) to atorvastatin-lactone in hepatocytes
ATVLACtdhc,-1000,1000,0,atorvastatin-lactone[s] <=> atorvastatin-lactone[c],Drug metabolism,,passive diffusion of atorvastatin lactone into hepatocytes
ATVLACtu,0,1000,0,ATP[c] + H2O[c] + atorvastatin-lactone[c] => ADP[c] + H+[c] + Pi[c] + atorvastatin-lactone[s],Drug metabolism,ENSG00000085563,efflux of atorvastatin lactone by P-gp from the enterocytes into lumen
Am19CStev,-1000,1000,0,AM19 (cyclosporine)[c] <=> AM19 (cyclosporine)[s],Drug metabolism,,efflux of AM19-cyclosporine into hepatic vein
Am1CSAteb,0,1000,0,ATP[c] + H2O[c] + AM1 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1 (cyclosporine)[s],Drug metabolism,,efflux of AM1-cyclosporine into bile
CARBIBUP_SGLUthv,-1000,1000,0,S-carboxy ibuprofen glucuronide[c] <=> S-carboxy ibuprofen glucuronide[s],Drug metabolism,,release of S-carboxy ibuprofen glucuronide into hepatic vein
CARIBUP_Rthv,-1000,1000,0,R-carboxy ibuprofen[c] <=> R-carboxy ibuprofen[s],Drug metabolism,,release of R-carboxy ibuprofen into hepatic vein
CARIBUP_SGLUhep,0,1000,0,UDP-glucuronate[r] + S-carboxy ibuprofen[r] => UDP[r] + S-carboxy ibuprofen glucuronide[r],Drug metabolism,ENSG00000171234 or ENSG00000241119 or ENSG00000243135,glucuronidation of S-carboxy ibuprofen
CARIBUP_Sthv,-1000,1000,0,S-carboxy ibuprofen[c] <=> S-carboxy ibuprofen[s],Drug metabolism,,release of S-carboxy ibuprofen into hepatic vein
CRGLZABCt,0,1000,0,ATP[c] + H2O[c] + carboxy-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + carboxy-gliclazide[s],Drug metabolism,,excretion of carboxy-gliclazide into bile
CRGLZhr,0,1000,0,O2[r] + Methyl-hydroxy-gliclazide[r] => H+[r] + H2O[r] + carboxy-gliclazide[r],Drug metabolism,,oxidation of methyl-hydroxy-gliclazide to carboxy-gliclazide in hepatocytes
CRGLZtev,-1000,1000,0,carboxy-gliclazide[c] <=> carboxy-gliclazide[s],Drug metabolism,,excretion of carboxy-gliclazide into hepatic vein
CRVS1M24hc,0,1000,0,H+[r] + NADPH[r] + O2[r] + cerivastatin-M1[r] => H2O[r] + NADP+[r] + cerivastatin-M24[r],Drug metabolism,ENSG00000138115 or ENSG00000160868,hydroxylation of cerivastatin-M1 to M24 in hepatocytes
CRVS1tev,-1000,1000,0,cerivastatin-M1[c] <=> cerivastatin-M1[s],Drug metabolism,,exit of cerivastatin-M1 into hepatic vein
CRVS23M24hc,0,1000,0,2 H+[r] + NADPH[r] + O2[r] + SAH[r] + cerivastatin-M23[r] => H2O2[r] + NADP+[r] + SAM[r] + cerivastatin-M24[r],Drug metabolism,ENSG00000138115 or ENSG00000160868,demethylation of cerivastatin-M23 to M24 in hepatocytes
CRVSATPthc,0,1000,0,ATP[c] + H2O[c] + cerivastatin[s] => ADP[c] + H+[c] + Pi[c] + cerivastatin[c],Drug metabolism,,cerivastatin uptake by hepatocytes by active transport
CRVSATPtu,0,1000,0,ATP[c] + H2O[c] + cerivastatin[c] => ADP[c] + H+[c] + Pi[c] + cerivastatin[s],Drug metabolism,ENSG00000085563 or ENSG00000118777,efflux of cerivastatin by P-gp or BCRP from the enterocytes into lumen
CRVSM1SPhc,0,1000,0,H+[c] + H2O[c] + SAH[c] + cerivastatin-M22[c] => SAM[c] + cerivastatin-M1[c],Drug metabolism,,de-lactonization of cerivastatin-M22 to cerivastatin-M1 in hepatocytes
CRVSM1hc,0,1000,0,2 H+[r] + NADPH[r] + O2[r] + SAH[r] + cerivastatin[r] => H2O2[r] + NADP+[r] + SAM[r] + cerivastatin-M1[r],Drug metabolism,ENSG00000138115 or ENSG00000160868,demethylation of cerivastatin to M1 in hepatocytes
CRVSM1hr,0,1000,0,H2O[r] + cerivastatin-M1-glucuronide[r] => glucuronate[r] + cerivastatin-M1[r],Drug metabolism,ENSG00000169919,beta-glucuronidase of cerivastatin-M1-glucuronide to M1 form
CRVSM1teb,0,1000,0,ATP[c] + H2O[c] + cerivastatin-M1[c] => ADP[c] + H+[c] + Pi[c] + cerivastatin-M1[s],Drug metabolism,ENSG00000118777,efflux of cerivastatin-M1 into bile
CRVSM22hc,0,1000,0,SAM[r] + cerivastatin-M1-glucuronide[r] => glucuronate[r] + H+[r] + SAH[r] + cerivastatin-M22[r],Drug metabolism,,spontaneous conversion of glucuronide to cerivastatin-M22 in hepatocytes
CRVSM23hc,0,1000,0,H+[r] + NADPH[r] + O2[r] + cerivastatin[r] => H2O[r] + NADP+[r] + cerivastatin-M23[r],Drug metabolism,ENSG00000138115,hydroxylation of cerivastatin to M23 in hepatocytes
CRVSM23hr,0,1000,0,H2O[r] + cerivastatin-M23-glucuronide[r] => glucuronate[r] + cerivastatin-M23[r],Drug metabolism,ENSG00000169919,beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form
CRVSM23teb,0,1000,0,ATP[c] + H2O[c] + cerivastatin-M23[c] => ADP[c] + H+[c] + Pi[c] + cerivastatin-M23[s],Drug metabolism,ENSG00000118777,efflux of cerivastatin-M23 into bile
CRVSM23tev,-1000,1000,0,cerivastatin-M23[c] <=> cerivastatin-M23[s],Drug metabolism,,exit of cerivastatin-M23 into hepatic vein
CRVSM24teb,0,1000,0,ATP[c] + H2O[c] + cerivastatin-M24[c] => ADP[c] + H+[c] + Pi[c] + cerivastatin-M24[s],Drug metabolism,ENSG00000118777,efflux of cerivastatin-M24 into bile
CRVSM24tev,-1000,1000,0,cerivastatin-M24[c] <=> cerivastatin-M24[s],Drug metabolism,,exit of cerivastatin-M24 into hepatic vein
CRVSM31hc,0,1000,0,SAM[r] + cerivastatin-M23-glucuronide[r] => glucuronate[r] + H+[r] + SAH[r] + cerivastatin-M31[r],Drug metabolism,,spontaneous conversion of glucuronide to cerivastatin-M31 in hepatocytes
CRVStu,-1000,1000,0,cerivastatin[s] <=> cerivastatin[c],Drug metabolism,,cerivastatin uptake by enterocytes
CRVSthc,-1000,1000,0,HCO3-[c] + cerivastatin[s] <=> HCO3-[s] + cerivastatin[c],Drug metabolism,ENSG00000134538,cerivastatin uptake by hepatocytes
CSASULPhc,0,1000,0,PAPS[c] + cyclosporine[c] => H+[c] + PAP[c] + cyclosporine-sulphate[c],Drug metabolism,,conjugation of cyclosporine with sulphate for excretion in hepatocytes
CSASULPteb,0,1000,0,ATP[c] + H2O[c] + cyclosporine-sulphate[c] => ADP[c] + H+[c] + Pi[c] + cyclosporine-sulphate[s],Drug metabolism,,efflux of cyclosporine-sulphate into bile
CSASULPtev,-1000,1000,0,cyclosporine-sulphate[c] <=> cyclosporine-sulphate[s],Drug metabolism,,efflux of cyclosporine-sulphate into hepatic vein
CSAtd,-1000,1000,0,cyclosporine[s] <=> cyclosporine[c],Drug metabolism,,uptake of cyclosporine by the enterocytes
CSAtu,0,1000,0,ATP[c] + H2O[c] + cyclosporine[c] => ADP[c] + H+[c] + Pi[c] + cyclosporine[s],Drug metabolism,ENSG00000085563,efflux of cyclosporine by P-gp from the enterocytes into lumen
CVM1GLUChc,0,1000,0,UDP-glucuronate[r] + cerivastatin-M1[r] => H+[r] + UDP[r] + cerivastatin-M1-glucuronide[r],Drug metabolism,ENSG00000241635 or ENSG00000243135,glucuronidation of cerivastatin-M1
CVM23GLUChc,0,1000,0,UDP-glucuronate[r] + cerivastatin-M23[r] => H+[r] + UDP[r] + cerivastatin-M23-glucuronide[r],Drug metabolism,ENSG00000241635 or ENSG00000243135,glucuronidation of cerivastatin-M23
CYSACMPAChc,0,1000,0,acetyl-CoA[c] + cysteine-conjugate-acetaminophen[c] => CoA[c] + H+[c] + acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen[c],Drug metabolism,,acetylation of cysteine-conjugate-acetaminophen in hepatocytes
CYSAMPtev,0,1000,0,ATP[c] + H2O[c] + cysteine-conjugate-acetaminophen[c] => ADP[c] + H+[c] + Pi[c] + cysteine-conjugate-acetaminophen[s],Drug metabolism,,efflux of cysteine-conjugate-acetaminophen into hepatic vein
DELACCRVSM23hc,0,1000,0,H+[c] + H2O[c] + SAH[c] + cerivastatin-M31[c] => SAM[c] + cerivastatin-M23[c],Drug metabolism,,de-lactonization of cerivastatin-M31 to cerivastatin-M23 in hepatocytes
DEOXFVShc,0,1000,0,CoA[p] + H2O[p] + NAD+[p] + fluvastatin[p] => acetyl-CoA[p] + H+[p] + H2O2[p] + NADH[p] + deoxy-fluvastatin-dinor[p],Drug metabolism,ENSG00000060971 or ENSG00000113790 or ENSG00000133835 or ENSG00000161533,formation of deoxy-fluvastatin-dinor
DEOXFVStev,-1000,1000,0,deoxy-fluvastatin-dinor[c] <=> deoxy-fluvastatin-dinor[s],Drug metabolism,,exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine
DESFVShc,0,1000,0,4 H+[r] + NADPH[r] + O2[r] + 3 SAH[r] + fluvastatin[r] => H2O2[r] + NADP+[r] + 3 SAM[r] + N-desisopropyl-fluvastatin[r],Drug metabolism,ENSG00000138109,oxidation of fluvastatin to N-desisopropyl-fluvastatin in hepatocytes
DESFVSteb,0,1000,0,ATP[c] + H2O[c] + N-desisopropyl-fluvastatin[c] => ADP[c] + H+[c] + Pi[c] + N-desisopropyl-fluvastatin[s],Drug metabolism,,efflux of N-desisopropyl-fluvastatin into bile for excretion into faeces
DHGLZABCt,0,1000,0,ATP[c] + H2O[c] + dehydro-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + dehydro-gliclazide[s],Drug metabolism,,excretion of dehydro-gliclazide into bile
DHGLZhc,0,1000,0,NADP+[c] + Gliclazide[c] => H+[c] + NADPH[c] + dehydro-gliclazide[c],Drug metabolism,,dehydrogenation of gliclazide to dehydro-gliclazide in hepatocytes
DHGLZtev,-1000,1000,0,dehydro-gliclazide[c] <=> dehydro-gliclazide[s],Drug metabolism,,excretion of dehydro-gliclazide into hepatic vein
DSPVShc,0,1000,0,6 H+[r] + NADPH[r] + 5 SAH[r] + pravastatin[r] => 2 H2O[r] + NADP+[r] + 5 SAM[r] + desacyl dehydro-pravastatin[r],Drug metabolism,ENSG00000160868,oxidation of pravastatin to desacyl pravastatin in hepatocytes
DSPVSteb,0,1000,0,ATP[c] + H2O[c] + desacyl dehydro-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + desacyl dehydro-pravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,efflux of desacyl dehydro-pravastatin into bile
DSPVStev,-1000,1000,0,desacyl dehydro-pravastatin[c] <=> desacyl dehydro-pravastatin[s],Drug metabolism,,exit of desacyl dehydro-pravastatin into hepatic vein
EPOXTAChr,0,1000,0,3 H+[r] + O2[r] + 3 SAH[r] + Tacrolimus[r] => 3 SAM[r] + 31-O-Desmethyl;19-Hydroxy;37; 39-Epoxy-tacrolimus[r],Drug metabolism,,formation of epoxy derivative of tacrolimus in hepatocytes
EPOXTACteb,0,1000,0,ATP[c] + H2O[c] + 31-O-Desmethyl;19-Hydroxy;37; 39-Epoxy-tacrolimus[c] => ADP[c] + H+[c] + Pi[c] + 31-O-Desmethyl;19-Hydroxy;37; 39-Epoxy-tacrolimus[s],Drug metabolism,,"efflux of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into bile"
EPOXTACtev,0,1000,0,31-O-Desmethyl;19-Hydroxy;37; 39-Epoxy-tacrolimus[c] => 31-O-Desmethyl;19-Hydroxy;37; 39-Epoxy-tacrolimus[s],Drug metabolism,,"exit of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus into hepatic vein"
EX_12htacr[e],-1000,1000,0,12-HT or M-VI; 12-hydroxy tacrolimus[s] <=> ,Exchange/demand reactions,,exchange reaction for 12-hydroxy tacrolimus in intestinal lumen
EX_1331tacr[e],-1000,1000,0,13;31-O-Didesmethyl-tacrolimus[s] <=> ,Exchange/demand reactions,,"exchange reaction for 13,31-O-Didesmethyl-tacrolimus in hepatic vein"
EX_13dmt[e],-1000,1000,0,13-O-desmethyl tacrolimus; 13-DMT or M-I[s] <=> ,Exchange/demand reactions,,exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen
EX_14hmdz[e],-1000,1000,0,1;4-Dihydroxy-midazolam[s] <=> ,Exchange/demand reactions,,"exchange reaction for 1,4-Dihydroxy-midazolam in hepatic vein"
EX_1513tacr[e],-1000,1000,0,13;15-O-didesmethyl tacrolimus[s] <=> ,Exchange/demand reactions,,"exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen"
EX_1531tacr[e],-1000,1000,0,15;31-O-Didesmethyl-tacrolimus[s] <=> ,Exchange/demand reactions,,"exchange reaction for 15, 31-O-Didesmethyl-tacrolimus in hepatic vein"
EX_15dmt[e],-1000,1000,0,15-DMT or M-III; 15-O-desmethyl tacrolimus[s] <=> ,Exchange/demand reactions,,exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen
EX_1hibup_S[e],-1000,1000,0,1-hydroxy S-ibuprofen[s] <=> ,Exchange/demand reactions,,exchange reaction for 1-hydroxy-ibuprofen in hepatic vein
EX_1hibupglu_S[e],-1000,1000,0,1-hydroxy S-ibuprofen-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 1-hydroxy S-ibuprofen-glucuronide in hepatic vein
EX_1hmdgluc[e],-1000,1000,0,1'-OH-midazolam-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 1-OH-midazolam-glucuronide in portal blood
EX_1ohmdz[e],-1000,1000,0,1'-OH-midazolam[s] <=> ,Exchange/demand reactions,,exchange reaction for 1-OH-midazolam in portal blood
EX_2hatvacid[e],-1000,1000,0,2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[s] <=> ,Exchange/demand reactions,,exchange reaction for 2-hydroxy-atorvastatin-acid in portal blood
EX_2hatvacidgluc[e],-1000,1000,0,2-hydroxy-atorvastatin-acyl-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile
EX_2hatvlac[e],-1000,1000,0,2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[s] <=> ,Exchange/demand reactions,,exchange reaction for 2-hydroxy-atorvastatin-lactone in portal blood
EX_2hatvlacgluc[e],-1000,1000,0,2-hydroxy-atorvastatin-lactone-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 2-hydroxy-atorvastatin-lactone-glucuronide in bile
EX_2hibup_R[e],-1000,1000,0,2-hydroxy-R-ibuprofen[s] <=> ,Exchange/demand reactions,,exchange reaction for R-2-hydroxy-ibuprofen in hepatic vein
EX_2hibup_S[e],-1000,1000,0,2-hydroxy-S-ibuprofen[s] <=> ,Exchange/demand reactions,,exchange reaction for S-2-hydroxy-ibuprofen in hepatic vein
EX_2hibupglu_S[e],-1000,1000,0,2-hydroxy S-ibuprofen-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 2-hydroxy S-ibuprofen-glucuronide in hepatic vein
EX_31dmt[e],-1000,1000,0,31-DMT or M-II; 31-O-desmethyl tacrolimus[s] <=> ,Exchange/demand reactions,,exchange reaction for 31-O-desmethyl tacrolimus in intestinal lumen
EX_35dhpvs[e],-1000,1000,0,3'-alpha;5'beta-dihydroxy-pravastatin / 3'-alpha5'beta6'beta-trihydroxy pravastatin[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-alpha-5-beta-dihydroxy pravastatin in portal blood
EX_35dsmv[e],-1000,1000,0,3';5'-dihydrodiol-simvastatin-lactone form[s] <=> ,Exchange/demand reactions,,"exchange reaction for 3,5-dihydrodiol-simvastatin-lactone form in bile"
EX_3hibup_R[e],-1000,1000,0,3-hydroxy R-ibuprofen[s] <=> ,Exchange/demand reactions,,exchange reaction for R-3-hydroxy-ibuprofen in hepatic vein
EX_3hibup_S[e],-1000,1000,0,3-hydroxy S-ibuprofen[s] <=> ,Exchange/demand reactions,,exchange reaction for S-3-hydroxy-ibuprofen in hepatic vein
EX_3hibupglu_S[e],-1000,1000,0,3-hydroxy S-ibuprofen-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-hydroxy S-ibuprofen-glucuronide in hepatic vein
EX_3hlvstacid[e],-1000,1000,0,3''-hydroxy-lovastatin acid form[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-hydroxy-lovastatin acid form in bile
EX_3hpvs[e],-1000,1000,0,3'-S-hydroxy-pravastatin[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-hydroxy pravastatin in portal blood
EX_3hpvstet[e],-1000,1000,0,3'-S-hydroxy-pravastatin-tetranor[s] <=> ,Exchange/demand reactions,,exchange reaction of 3-S-hydroxy-pravastatin-tetranor in hepatic vein
EX_3hsmvacid[e],-1000,1000,0,3'-hydroxy-simvastatin-acid form[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-hydroxy-simvastatin-acid form form in bile
EX_3ispvs[e],-1000,1000,0,3-alpha-iso-pravastatin[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-alpha-iso-pravastatin in portal blood
EX_3ohacmp[e],-1000,1000,0,3-hydroxy-acetaminophen[s] <=> ,Exchange/demand reactions,,exchange reaction for 3-OH-acetaminophen in hepatic vein
EX_4bhglz[e],-1000,1000,0,4-beta-OH-gliclazide[s] <=> ,Exchange/demand reactions,,exchange reaction for 4-beta-OH-gliclazide in hepatic vein
EX_4hatvacid[e],-1000,1000,0,4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[s] <=> ,Exchange/demand reactions,,exchange reaction for 4-hydroxy-atorvastatin-acid in portal blood
EX_4hatvlac[e],-1000,1000,0,4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[s] <=> ,Exchange/demand reactions,,exchange reaction for 4-hydroxy-atorvastatin-lactone in portal blood
EX_4hmdgluc[e],-1000,1000,0,4-OH-midazolam-glucuronide[s] <=> ,Exchange/demand reactions,,exchange reaction for 4-OH-midazolam-glucuronide in hepatic vein
EX_4ohmdz[e],-1000,1000,0,4-OH-midazolam[s] <=> ,Exchange/demand reactions,,exchange reaction for 4-OH-midazolam in hepatic vein
EX_56dhpvs[e],-1000,1000,0,3-keto-5;6;-dihydroxy-pravastatin[s] <=> ,Exchange/demand reactions,,"exchange reaction of 3-keto-5,6,-dihydroxy-pravastatin in hepatic vein"
EX_56eppvs[e],-1000,1000,0,5;6-epoxy-3-alpha-iso-pravastatin[s] <=> ,Exchange/demand reactions,,"exchange reaction of 5,6-epoxy-3-alpha-iso-pravastatin in hepatic vein"
